patch_id,learned_neighbor_id,weight
280,118,0.003897296
281,145,0.0039647063
281,128,0.003641693
281,187,0.003592013
282,163,0.0033231133
282,98,0.0033104757
282,189,0.0032822716
283,139,0.0032267445
283,179,0.0032202306
283,184,0.0032186094
284,231,0.0031935747
284,198,0.003172131
284,210,0.0031684767
285,303,0.0036227137
285,164,0.0035638968
285,235,0.0035499635
286,141,0.003627481
286,17,0.0034698297
286,53,0.0034587986
287,218,0.0034379116
287,131,0.003394945
287,329,0.0033928035
288,305,0.0034128777
288,131,0.0034125757
288,86,0.0033940282
289,145,0.003968084
289,303,0.0039230925
289,231,0.0037175466
290,145,0.0034325088
290,129,0.0033747004
290,303,0.0033378226
291,209,0.0043246755
291,163,0.0043163775
291,122,0.0040688603
292,221,0.003828177
292,91,0.003752654
292,159,0.0037209408
293,159,0.0043267678
293,112,0.003987341
293,83,0.00395447
294,209,0.004464112
294,159,0.0040094396
294,129,0.003971034
295,39,0.003845669
295,56,0.0037567695
295,176,0.0036968845
296,39,0.0035219297
296,140,0.0035075152
296,57,0.0034880433
297,34,0.004173054
297,99,0.0041573234
297,75,0.0041339616
298,104,0.0043197325
298,136,0.004160577
298,211,0.0041268263
299,135,0.004335414
299,136,0.003958004
299,143,0.0038897183
300,183,0.0040578125
300,162,0.0040547717
300,145,0.0040295785
301,210,0.0042529935
301,303,0.0042246054
301,145,0.0042245453
302,145,0.0034753536
302,180,0.0034285812
302,187,0.0033406124
303,19,0.0033439733
303,150,0.0032717295
303,168,0.0032678056
304,164,0.003618159
304,303,0.003582387
304,304,0.0035553733
305,118,0.0032813398
305,98,0.003168489
305,66,0.003115085
306,135,0.0032963075
306,156,0.0032729534
306,210,0.0032548865
307,145,0.00417586
307,303,0.004067212
307,231,0.004030126
308,306,0.003445141
308,18,0.0033646517
308,331,0.0033376177
309,303,0.003517682
309,18,0.0035120738
309,304,0.003466512
310,122,0.0041401996
310,152,0.0041153426
310,82,0.0040520895
311,163,0.0043310425
311,122,0.0041123796
311,131,0.0039374023
312,209,0.004355389
312,122,0.0043308893
312,131,0.0041934676
313,152,0.00376672
313,82,0.003739078
313,131,0.003700246
314,209,0.0034029558
314,180,0.0033589154
314,21,0.0032977562
315,83,0.003573929
315,135,0.0035385536
315,159,0.003535354
316,209,0.0041315956
316,329,0.004010261
316,145,0.0040066335
317,287,0.0035785967
317,39,0.0035582653
317,163,0.0035410614
318,102,0.0037615688
318,39,0.003654773
318,34,0.003634455
319,118,0.0045394083
319,102,0.004439393
319,44,0.004284371
320,118,0.0039115436
320,44,0.0038527942
320,119,0.0037308934
321,102,0.0046360157
321,118,0.0041532638
321,96,0.003868447
322,183,0.0034236428
322,190,0.0034104828
322,271,0.0033930736
323,145,0.003961609
323,187,0.0037042054
323,212,0.0036101197
324,134,0.0037784958
324,136,0.0037356552
324,162,0.0036721928
325,102,0.0036788988
325,118,0.003667357
325,92,0.0035324474
326,152,0.0034355365
326,122,0.0033077346
326,219,0.003289853
327,145,0.0033354557
327,134,0.0032709236
327,232,0.003245891
328,145,0.004882943
328,303,0.004365553
328,329,0.00400848
329,144,0.0036706617
329,213,0.0035364155
329,304,0.0034953274
330,102,0.0032500366
330,44,0.0031887083
330,96,0.003172
331,163,0.0032677904
331,18,0.0031911614
331,164,0.0031497797
332,330,0.0032981343
332,60,0.003257581
332,17,0.003212247
333,145,0.0042773373
333,303,0.004086673
333,231,0.003925072
334,209,0.004218239
334,122,0.004105039
334,131,0.0040543843
335,152,0.0041213925
335,303,0.0038969442
335,145,0.0038196594
336,187,0.003390489
336,190,0.003288688
336,210,0.0032872895
337,118,0.0034990434
337,75,0.003496279
337,120,0.0034874117
338,159,0.003497756
338,221,0.0034562435
338,176,0.003452184
339,82,0.0036737046
339,287,0.0036615583
339,129,0.0036265291
340,112,0.0034540512
340,83,0.0034530042
340,198,0.0033969104
341,75,0.003878102
341,99,0.003829214
341,56,0.0038084798
342,102,0.003950741
342,118,0.0037832058
342,44,0.0037632463
343,118,0.0045949654
343,44,0.004308728
343,66,0.0040734764
344,179,0.0038555977
344,145,0.0036628717
344,162,0.003602646
345,211,0.0032978419
345,184,0.0032311727
345,168,0.0032265093
346,136,0.0036679236
346,135,0.0033931346
346,178,0.0033009194
347,136,0.0034630157
347,102,0.0034332508
347,134,0.0033958275
348,102,0.003881638
348,118,0.0038029363
348,119,0.0035453103
349,102,0.0038457955
349,96,0.003687863
349,44,0.0036629976
350,163,0.003616652
350,164,0.0034175024
350,189,0.0033877369
351,102,0.00414982
351,184,0.0039347564
351,160,0.0038640085
