model,neighbor_coef,neighbor_pval
Baseline (precip+temp+soil+PDSI+ENSO),0.07525923019024011,1.5158805528469587e-05
+ VPD + wind + solar (Stage 29 chain),0.05460539450920119,0.001977114048239815
+ RZSM,0.05329664559187783,0.0026078333862909683
