patch_id,learned_neighbor_id,weight
125,301,0.003092971
125,226,0.003047454
125,341,0.0030216423
126,34,0.0030288068
126,39,0.002994858
126,236,0.0029941627
127,18,0.002985471
127,246,0.0029507335
127,32,0.0029474425
128,206,0.0030282172
128,253,0.0029979108
128,277,0.0029906782
129,306,0.0031125394
129,145,0.0030930052
129,182,0.0030479177
130,145,0.0030065677
130,172,0.0030058695
130,212,0.003002147
131,287,0.003211991
131,18,0.00316767
131,13,0.0031514817
132,339,0.0029883916
132,318,0.002982429
132,308,0.0029630538
133,125,0.0030272894
133,182,0.0030105251
133,210,0.0029930172
134,339,0.003107163
134,342,0.0030442532
134,330,0.0030155755
135,119,0.0032520131
135,300,0.0031733746
135,135,0.003146032
136,237,0.003000862
136,266,0.0029935883
136,37,0.002981136
137,90,0.0031082735
137,220,0.0031051445
137,157,0.0030794258
138,236,0.00310513
138,34,0.003088855
138,337,0.0030580203
139,89,0.0030055584
139,44,0.0029809363
139,291,0.0029622565
140,317,0.0031966625
140,324,0.0031374507
140,81,0.0031290837
141,287,0.0030622315
141,119,0.0030378904
141,94,0.003032297
142,308,0.0030842593
142,336,0.0030775703
142,339,0.0030384602
143,44,0.0030383994
143,90,0.0030307332
143,70,0.003017643
144,246,0.003121875
144,32,0.0031178445
144,182,0.003096266
145,184,0.0031111652
145,295,0.0030486884
145,164,0.0030461384
146,267,0.0030945493
146,206,0.0030191385
146,90,0.0030080946
147,140,0.0030409615
147,134,0.0030209015
147,212,0.0030112152
148,68,0.0029988526
148,70,0.0029929234
148,44,0.002985095
149,318,0.0030761657
149,312,0.0030574815
149,310,0.0030471352
150,81,0.0030051072
150,322,0.0030004026
150,231,0.0029775642
151,90,0.0030378287
151,181,0.0030350122
151,157,0.0030346892
152,303,0.0031339673
152,145,0.0030310864
152,13,0.0030292922
153,205,0.0030588445
153,313,0.0030555886
153,183,0.0030414066
154,339,0.003201127
154,318,0.003119164
154,312,0.0030908706
155,267,0.003005846
155,244,0.0029963152
155,342,0.0029889455
156,339,0.0032396177
156,231,0.003136463
156,312,0.0031158973
157,265,0.0031509616
157,253,0.0031507418
157,54,0.0031500363
158,303,0.0030098672
158,324,0.0029827168
158,206,0.0029726925
159,246,0.003118928
159,10,0.0030974715
159,286,0.003066379
160,212,0.0031366143
160,294,0.0031054001
160,224,0.0030948808
161,39,0.0030909802
161,134,0.0030615032
161,218,0.0030260433
162,125,0.0032401602
162,218,0.003169641
162,86,0.0031586967
163,227,0.0030675472
163,226,0.0030486651
163,301,0.0030311628
164,301,0.0030519364
164,158,0.003042127
164,220,0.0030250815
165,32,0.0031345917
165,25,0.0031305244
165,18,0.003039958
166,59,0.0030098318
166,212,0.0029867156
166,83,0.0029754802
167,151,0.0030248563
167,10,0.003017698
167,303,0.0030109112
168,90,0.0031162282
168,267,0.0030764847
168,204,0.003074592
169,249,0.003152055
169,37,0.0031141003
169,119,0.0030903793
170,18,0.003118656
170,9,0.0030822472
170,175,0.0030581446
171,118,0.0031606706
171,75,0.003087377
171,291,0.003085802
172,157,0.0030902138
172,133,0.003074826
172,70,0.0030357316
173,176,0.0031762128
173,349,0.0031114328
173,149,0.0030817783
174,303,0.0031873465
174,321,0.0030803937
174,324,0.0030771885
175,303,0.0031069627
175,145,0.0030219436
175,13,0.0030026722
176,32,0.0033451316
176,198,0.0031691887
176,83,0.0031032702
177,90,0.0030835145
177,177,0.0030331938
177,157,0.0030161208
178,206,0.003141777
178,224,0.003020883
178,277,0.003016327
179,229,0.0030519704
179,135,0.0030437035
179,94,0.0030421563
180,54,0.0030439976
180,182,0.0030272692
180,83,0.0030073032
181,61,0.00320059
181,260,0.0031717462
181,52,0.0031260594
182,44,0.003029876
182,76,0.003009037
182,204,0.0029960936
183,292,0.003130568
183,337,0.0030964192
183,298,0.0030626396
184,59,0.0031100987
184,212,0.003067865
184,134,0.0030627716
185,69,0.003213226
185,349,0.0031340413
185,81,0.0031219816
186,90,0.003102527
186,133,0.0030791094
186,204,0.003056994
187,303,0.0032065534
187,135,0.00314823
187,54,0.0031480722
188,50,0.0031605791
188,270,0.0030599216
188,328,0.0030373195
189,267,0.0031648183
189,160,0.003072577
189,30,0.0030596266
190,303,0.0030405424
190,10,0.0030052925
190,81,0.003004905
191,324,0.003131548
191,266,0.0031094132
191,303,0.0030745675
192,185,0.00304074
192,120,0.0030383503
192,212,0.0030359966
193,114,0.003040446
193,62,0.0030400408
193,145,0.0030313716
194,152,0.0030348424
194,287,0.003029815
194,32,0.0030256864
195,44,0.0030858982
195,339,0.0030782602
195,76,0.0030308773
196,44,0.003167008
196,157,0.0031207711
196,70,0.0031189602
197,134,0.0030625567
197,190,0.0030564144
197,284,0.0030475506
198,186,0.0032025063
198,119,0.0031461762
198,287,0.0031319365
199,145,0.0032259251
199,324,0.0031100316
199,13,0.0030956804
200,300,0.0030778265
200,81,0.0030645449
200,237,0.0030204111
201,206,0.0030927449
201,53,0.0030175142
201,267,0.0030064608
202,206,0.003080917
202,263,0.0030695642
202,266,0.0030458472
203,50,0.0029524062
203,246,0.0029521233
203,133,0.0029456287
204,331,0.0031976432
204,125,0.003150912
204,339,0.0031085934
205,246,0.003128415
205,183,0.0030333428
205,205,0.0030219497
206,90,0.0031779776
206,70,0.0031012897
206,44,0.0030828998
207,32,0.003135686
207,181,0.0031328849
207,140,0.003099824
208,150,0.00303705
208,223,0.003010531
208,18,0.00300858
209,135,0.0029688498
209,89,0.0029641925
209,271,0.002940689
210,96,0.0030500512
210,342,0.0030475906
210,44,0.003041979
211,267,0.002992036
211,315,0.0029876232
211,337,0.002979672
212,294,0.003149127
212,287,0.0031286168
212,152,0.0031068951
213,163,0.00311222
213,339,0.0030901327
213,274,0.0030797825
214,266,0.0030017786
214,190,0.0029871934
214,205,0.002984671
215,291,0.0032057837
215,247,0.003141708
215,4,0.0031225898
216,44,0.0030798125
216,96,0.0030299562
216,249,0.0030226458
217,185,0.0032372684
217,76,0.0031321817
217,224,0.0031231279
218,223,0.003055857
218,209,0.0030494097
218,133,0.0030212018
219,184,0.0030330764
219,5,0.0030235846
219,206,0.0030149175
220,81,0.003136291
220,231,0.003074165
