patch_id,neighbor_id,attention_weight
35,13,0.36842105
35,34,0.15789473
35,36,0.15789473
35,57,0.31578946
36,14,0.31578946
36,35,0.31578946
36,37,0.15789473
36,58,0.21052632
37,15,0.21052632
37,36,0.36842105
37,38,0.21052632
37,59,0.21052632
38,16,0.15789473
38,37,0.6315789
38,39,0.05263158
38,60,0.15789473
39,17,0.31578946
39,38,0.36842105
39,40,0.05263158
39,61,0.2631579
40,18,0.2631579
40,39,0.31578946
40,41,0.15789473
40,62,0.2631579
41,19,0.31578946
41,40,0.15789473
41,42,0.21052632
41,63,0.31578946
42,20,0.2631579
42,41,0.10526316
42,43,0.21052632
42,64,0.42105263
43,21,0.47368422
43,42,0.15789473
43,65,0.36842105
44,22,0.47368422
44,45,0.36842105
44,66,0.15789473
45,23,0.5263158
45,44,0.10526316
45,46,0.2631579
45,67,0.10526316
46,24,0.36842105
46,45,0.15789473
46,47,0.36842105
46,68,0.10526316
47,25,0.31578946
47,46,0.31578946
47,48,0.2631579
47,69,0.10526316
48,26,0.36842105
48,47,0.31578946
48,49,0.21052632
48,70,0.10526316
49,27,0.36842105
49,48,0.36842105
49,50,0.15789473
49,71,0.10526316
50,28,0.21052632
50,49,0.42105263
50,51,0.10526316
50,72,0.2631579
51,29,0.21052632
51,50,0.31578946
51,52,0.2631579
51,73,0.21052632
52,30,0.21052632
52,51,0.2631579
52,53,0.36842105
52,74,0.15789473
53,31,0.21052632
53,52,0.10526316
53,54,0.42105263
53,75,0.2631579
54,32,0.31578946
54,53,0.21052632
54,55,0.2631579
54,76,0.21052632
55,33,0.36842105
55,54,0.21052632
55,56,0.21052632
55,77,0.21052632
56,34,0.21052632
56,55,0.15789473
56,57,0.47368422
56,78,0.15789473
57,35,0.31578946
57,56,0.2631579
57,58,0.21052632
57,79,0.21052632
58,36,0.36842105
58,57,0.2631579
58,59,0.15789473
58,80,0.21052632
59,37,0.21052632
59,58,0.42105263
59,60,0.10526316
59,81,0.2631579
60,38,0.21052632
60,59,0.36842105
60,61,0.05263158
60,82,0.36842105
61,39,0.10526316
61,60,0.31578946
61,62,0.21052632
61,83,0.36842105
62,40,0.15789473
62,61,0.36842105
62,63,0.15789473
62,84,0.31578946
63,41,0.15789473
63,62,0.15789473
63,64,0.21052632
63,85,0.47368422
64,42,0.2631579
64,63,0.15789473
