patch_id,kendall_tau,p_value,row,col,lon,lat,local_morans_i,cluster_type
198,0.4089769879243564,2.892327680712226e-12,9,0,-65.57701574072506,-12.35183515664342,0.8908349619186658,HH
199,0.4604693552061973,3.779337923497081e-15,9,1,-64.67870045660554,-12.35183515664342,0.877949699506854,HH
200,0.3002961950330371,2.940099157878973e-07,9,2,-63.780385172486014,-12.35183515664342,0.2512838213354308,HH
201,0.0560492139439507,0.338576168369608,9,3,-62.882069888366495,-12.35183515664342,-0.004146424615284385,LH
202,0.2219184324447482,0.0001512380868699,9,4,-61.983754604246975,-12.35183515664342,-0.03622199243908763,HL
203,-0.0426065162907268,0.4669428718724551,9,5,-61.08543932012745,-12.35183515664342,0.1283718612805619,LL
204,-0.2098427887901572,0.0003398677147409,9,6,-60.18712403600793,-12.35183515664342,-0.2850551826195747,LH
205,0.8222829801777172,8.91755247695729e-45,9,7,-59.28880875188841,-12.35183515664342,-1.0204412526066926,HL
206,-0.4673046251993621,1.4783100150274989e-15,9,8,-58.39049346776888,-12.35183515664342,0.6822121499213707,LL
207,-0.5463659147869675,1.072453823399583e-20,9,9,-57.492178183649365,-12.35183515664342,1.9354671147900666,LL
208,-0.4629756208703577,2.683000554610493e-15,9,10,-56.593862899529846,-12.35183515664342,1.5216596902480104,LL
209,-0.3722943722943723,2.0634706402996664e-10,9,11,-55.69554761541032,-12.35183515664342,1.0979572971794613,LL
210,-0.139667350193666,0.0170941919410102,9,12,-54.7972323312908,-12.35183515664342,0.46144308790084687,LL
211,-0.087719298245614,0.1342069841471439,9,13,-53.89891704717128,-12.35183515664342,0.26048997463320056,LL
212,-0.2068808384597858,0.0004119986662699,9,14,-53.00060176305176,-12.35183515664342,0.49286928435407856,LL
213,-0.3069036226930964,1.6052279409736946e-07,9,15,-52.10228647893224,-12.35183515664342,0.37785067315654003,LL
214,0.0833902939166097,0.154503508549836,9,16,-51.20397119481272,-12.35183515664342,-0.0002881664472343431,HL
215,0.3622693096377307,6.195553587851073e-10,9,17,-50.30565591069319,-12.35183515664342,-0.06175826728481884,HL
216,-0.3565732513100934,1.1424468694323674e-09,9,18,-49.40734062657367,-12.35183515664342,0.5622203245293925,LL
217,-0.6634768740031899,9.516022248348384e-30,9,19,-48.50902534245415,-12.35183515664342,2.4467515472286188,LL
218,-0.5609478241057189,9.932251715246342e-22,9,20,-47.61071005833463,-12.35183515664342,2.3153209123221434,LL
219,-0.5358851674641149,5.709989578974953e-20,9,21,-46.71239477421511,-12.35183515664342,2.1738527627518818,LL
220,0.5930735930735931,4.231152363712716e-24,10,0,-65.57701574072506,-13.250150440762942,1.2389915183581548,HH
221,0.670995670995671,2.1801037047466364e-30,10,1,-64.67870045660554,-13.250150440762942,1.5927264336079034,HH
222,0.6479835953520164,1.8827755701014674e-28,10,2,-63.780385172486014,-13.250150440762942,0.8789550218180638,HH
223,0.1100478468899521,0.060250892961321,10,3,-62.882069888366495,-13.250150440762942,0.04722838330981004,HH
224,0.1756664388243336,0.0027058055288776,10,4,-61.983754604246975,-13.250150440762942,-0.0028364111261834773,HL
225,-0.2900432900432901,7.338323881309464e-07,10,5,-61.08543932012745,-13.250150440762942,0.11048352874982173,LL
226,-0.213943950786056,0.0002593239029743,10,6,-60.18712403600793,-13.250150440762942,0.39926858870959225,LL
227,-0.0795169742538163,0.1745683983628978,10,7,-59.28880875188841,-13.250150440762942,0.009518912803392902,LL
228,-0.3609022556390978,7.181704602909451e-10,10,8,-58.39049346776888,-13.250150440762942,0.8561446304194938,LL
229,-0.4896331738437002,6.272895419886064e-17,10,9,-57.492178183649365,-13.250150440762942,1.4683293737149221,LL
230,-0.4857598541809069,1.0964350783637584e-16,10,10,-56.593862899529846,-13.250150440762942,1.5476004521026607,LL
231,-0.470038733196628,1.011749902159442e-15,10,11,-55.69554761541032,-13.250150440762942,1.5354452599788442,LL
232,-0.4112554112554113,2.190895945874995e-12,10,12,-54.7972323312908,-13.250150440762942,0.9231253796634613,LL
233,-0.2246525404420141,0.0001252022223398,10,13,-53.89891704717128,-13.250150440762942,0.6109118589514216,LL
234,-0.1799954431533379,0.0021175097380439,10,14,-53.00060176305176,-13.250150440762942,0.3769089603902076,LL
235,-0.1041239462292094,0.0754352861222117,10,15,-52.10228647893224,-13.250150440762942,0.191086188360031,LL
236,0.0015948963317384,0.978275327083438,10,16,-51.20397119481272,-13.250150440762942,0.015363371271521707,LL
237,0.0979722032353611,0.0943717930804542,10,17,-50.30565591069319,-13.250150440762942,0.004774659801594655,HH
238,0.0334928229665071,0.5674200084668297,10,18,-49.40734062657367,-13.250150440762942,0.08478779704967125,LL
239,-0.5422647527910687,2.0711145230687788e-20,10,19,-48.50902534245415,-13.250150440762942,0.7895421250540735,LL
240,-0.5172020961494647,1.0403129098455173e-18,10,20,-47.61071005833463,-13.250150440762942,2.1646623580059017,LL
241,-0.5536568694463432,3.2888409402719844e-21,10,21,-46.71239477421511,-13.250150440762942,1.9819133186257216,LL
242,0.4155844155844156,1.2872264028775353e-12,11,0,-65.57701574072506,-14.148465724882463,0.7118423203819422,HH
243,0.4907723855092277,5.318430073976742e-17,11,1,-64.67870045660554,-14.148465724882463,0.8099671495382335,HH
244,0.3062200956937799,1.7099129394002512e-07,11,2,-63.780385172486014,-14.148465724882463,0.46049437415360167,HH
245,0.3957621326042379,1.406558212805488e-11,11,3,-62.882069888366495,-14.148465724882463,0.5252006530401132,HH
