seed,baseline,fixed_graph,adaptive,attention
42,0.6843991279602051,0.6981202960014343,0.716193437576294,0.6782116293907166
123,0.7088713645935059,0.696753203868866,0.6976655721664429,0.6944776177406311
456,0.6990967988967896,0.6847527027130127,0.7197628617286682,0.6928792595863342
789,0.6933679580688477,0.7068529725074768,0.6985801458358765,0.7136651277542114
2024,0.7020213007926941,0.6963845491409302,0.7073506712913513,0.706947386264801
